rank	rep	method	FP	TP	n_ctrl	n_sig
0.884	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.930032052846792	17	526
0.884	number of replicate = 1	mutscan(limma)	0.8484477124183006	0.9274826304730611	17	526
0.884	number of replicate = 2	DiMSum	0.9705882352941175	0.7984165570522319	17	551
0.884	number of replicate = 2	Enrich2	0.9117647058823528	0.936149453037846	17	551
0.884	number of replicate = 2	Naive	0.9705882352941175	0.93157228725087	17	551
0.884	number of replicate = 2	Rosace	0.9705882352941175	0.9196856424515893	17	551
0.884	number of replicate = 2	Rosace(nopos)	0.9411764705882353	0.9151184668409398	17	551
0.884	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9270350821692002	17	551
0.884	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9233653573985581	17	551
0.884	number of replicate = 3	DiMSum	0.9411764705882352	0.8014571948998178	17	549
0.884	number of replicate = 3	Enrich2	0.9411764705882352	0.9271402550091076	17	549
0.884	number of replicate = 3	Naive	0.7647058823529411	0.9380692167577414	17	549
0.884	number of replicate = 3	Rosace	0.8235294117647058	0.9089253187613844	17	549
0.884	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9143897996357012	17	549
0.884	number of replicate = 3	mutscan(edgeR)	0.7647058823529411	0.9253187613843352	17	549
0.884	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9326047358834244	17	549
0.886	number of replicate = 1	DiMSum	0.938562091503268	0.8225028106663458	17	526
0.886	number of replicate = 1	Enrich2	0.8498366013071895	0.9262249339698678	17	526
0.886	number of replicate = 1	Naive	0.8484477124183006	0.9319331935312026	17	526
0.886	number of replicate = 1	Rosace	0.8732843137254902	0.931289767884499	17	526
0.886	number of replicate = 1	Rosace(nopos)	0.892892156862745	0.9211261077569202	17	526
0.886	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.9313067547664005	17	526
0.886	number of replicate = 1	mutscan(limma)	0.8484477124183006	0.9293934647081913	17	526
0.886	number of replicate = 2	DiMSum	0.9705882352941175	0.8047686441665696	17	551
0.886	number of replicate = 2	Enrich2	0.9117647058823528	0.937964335070514	17	551
0.886	number of replicate = 2	Naive	0.9705882352941175	0.93157228725087	17	551
0.886	number of replicate = 2	Rosace	0.9705882352941175	0.9196856424515893	17	551
0.886	number of replicate = 2	Rosace(nopos)	0.9411764705882353	0.9160259078572737	17	551
0.886	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9297673953945287	17	551
0.886	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9251902296075526	17	551
0.886	number of replicate = 3	DiMSum	0.9411764705882352	0.8051001821493625	17	549
0.886	number of replicate = 3	Enrich2	0.9411764705882352	0.930783242258652	17	549
0.886	number of replicate = 3	Naive	0.7647058823529411	0.9380692167577414	17	549
0.886	number of replicate = 3	Rosace	0.8235294117647058	0.9107468123861566	17	549
0.886	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9143897996357012	17	549
0.886	number of replicate = 3	mutscan(edgeR)	0.7647058823529411	0.9253187613843352	17	549
0.886	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9344262295081968	17	549
0.888	number of replicate = 1	DiMSum	0.938562091503268	0.8231389429818674	17	526
0.888	number of replicate = 1	Enrich2	0.8498366013071895	0.9294104886591202	17	526
0.888	number of replicate = 1	Naive	0.8484477124183006	0.9332054581622459	17	526
0.888	number of replicate = 1	Rosace	0.8732843137254902	0.9325620510500562	17	526
0.888	number of replicate = 1	Rosace(nopos)	0.9137254901960784	0.9211261077569202	17	526
0.888	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.9338488838089494	17	526
0.888	number of replicate = 1	mutscan(limma)	0.8484477124183006	0.9306681666277998	17	526
0.888	number of replicate = 2	DiMSum	0.9705882352941175	0.8074909672155713	17	551
0.888	number of replicate = 2	Enrich2	0.9117647058823528	0.9388717760868479	17	551
0.888	number of replicate = 2	Naive	0.9705882352941175	0.9324797282672038	17	551
0.888	number of replicate = 2	Rosace	0.9705882352941175	0.9205930834679232	17	551
0.888	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.9178507800662682	17	551
0.888	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9297673953945287	17	551
0.888	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9251902296075526	17	551
0.888	number of replicate = 3	DiMSum	0.9411764705882352	0.8142076502732241	17	549
0.888	number of replicate = 3	Enrich2	0.9411764705882352	0.9344262295081968	17	549
0.888	number of replicate = 3	Naive	0.7647058823529411	0.9380692167577414	17	549
0.888	number of replicate = 3	Rosace	0.8235294117647058	0.912568306010929	17	549
0.888	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.918032786885246	17	549
0.888	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.9271402550091076	17	549
0.888	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9344262295081968	17	549
0.89	number of replicate = 1	DiMSum	0.938562091503268	0.8263196045594756	17	526
0.89	number of replicate = 1	Enrich2	0.8498366013071895	0.9300466209746419	17	526
0.89	number of replicate = 1	Naive	0.8484477124183006	0.9351138736433245	17	526
0.89	number of replicate = 1	Rosace	0.8732843137254902	0.9338343342156132	17	526
0.89	number of replicate = 1	Rosace(nopos)	0.9137254901960784	0.9224008096765287	17	526
0.89	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.9357597180440794	17	526
0.89	number of replicate = 1	mutscan(limma)	0.8484477124183006	0.9313067362318866	17	526
0.89	number of replicate = 2	DiMSum	0.9705882352941175	0.8120781231788741	17	551
0.89	number of replicate = 2	Enrich2	0.9117647058823528	0.9397892072795084	17	551
0.89	number of replicate = 2	Naive	0.9705882352941175	0.936129472685193	17	551
0.89	number of replicate = 2	Rosace	0.9705882352941175	0.9215105146605838	17	551
0.89	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.9178507800662682	17	551
0.89	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9316022577798497	17	551
0.89	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9261076608002132	17	551
0.89	number of replicate = 3	DiMSum	0.9411764705882352	0.8160291438979964	17	549
0.89	number of replicate = 3	Enrich2	0.9411764705882352	0.936247723132969	17	549
0.89	number of replicate = 3	Naive	0.7647058823529411	0.9380692167577414	17	549
0.89	number of replicate = 3	Rosace	0.8235294117647058	0.9143897996357012	17	549
0.89	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.918032786885246	17	549
0.89	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.9289617486338798	17	549
0.89	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9344262295081968	17	549
0.892	number of replicate = 1	DiMSum	0.938562091503268	0.8288641338215621	17	526
0.892	number of replicate = 1	Enrich2	0.8498366013071895	0.9332273196212776	17	526
0.892	number of replicate = 1	Naive	0.8484477124183006	0.93766085872849	17	526
0.892	number of replicate = 1	Rosace	0.8732843137254902	0.9363813193007788	17	526
0.892	number of replicate = 1	Rosace(nopos)	0.9137254901960784	0.923675511596137	17	526
0.892	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.9357597180440794	17	526
0.892	number of replicate = 1	mutscan(limma)	0.8484477124183006	0.9338537213170522	17	526
0.892	number of replicate = 2	DiMSum	0.9705882352941175	0.8166652791421769	17	551
0.892	number of replicate = 2	Enrich2	0.9117647058823528	0.9407066384721692	17	551
0.892	number of replicate = 2	Naive	0.9705882352941175	0.936129472685193	17	551
0.892	number of replicate = 2	Rosace	0.9705882352941175	0.9233453770459049	17	551
0.892	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.9196856424515893	17	551
0.892	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9316022577798497	17	551
0.892	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9270151018165471	17	551
0.892	number of replicate = 3	DiMSum	0.9411764705882352	0.819672131147541	17	549
0.892	number of replicate = 3	Enrich2	0.9411764705882352	0.9380692167577414	17	549
0.892	number of replicate = 3	Naive	0.7647058823529411	0.9380692167577414	17	549
0.892	number of replicate = 3	Rosace	0.8235294117647058	0.9162112932604736	17	549
0.892	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9216757741347904	17	549
0.892	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.930783242258652	17	549
0.892	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9344262295081968	17	549
0.894	number of replicate = 1	DiMSum	0.938562091503268	0.8314038441100596	17	526
0.894	number of replicate = 1	Enrich2	0.8498366013071895	0.934502021540886	17	526
0.894	number of replicate = 1	Naive	0.8484477124183006	0.9389331418940472	17	526
0.894	number of replicate = 1	Rosace	0.8732843137254902	0.9370174516163005	17	526
0.894	number of replicate = 1	Rosace(nopos)	0.9137254901960784	0.9255766522805478	17	526
0.894	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.9370320012096366	17	526
0.894	number of replicate = 1	mutscan(limma)	0.8484477124183006	0.9344874348785224	17	526
0.894	number of replicate = 2	DiMSum	0.9705882352941175	0.818500141527498	17	551
0.894	number of replicate = 2	Enrich2	0.9117647058823528	0.9425415008574901	17	551
0.894	number of replicate = 2	Naive	0.9705882352941175	0.9379543448941874	17	551
0.894	number of replicate = 2	Rosace	0.9705882352941175	0.9251702492548992	17	551
0.894	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.9224279458532443	17	551
0.894	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9325096987961836	17	551
0.894	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9297474150418754	17	551
0.894	number of replicate = 3	DiMSum	0.9411764705882352	0.819672131147541	17	549
0.894	number of replicate = 3	Enrich2	0.9411764705882352	0.9380692167577414	17	549
0.894	number of replicate = 3	Naive	0.8235294117647058	0.9398907103825136	17	549
0.894	number of replicate = 3	Rosace	0.8235294117647058	0.9216757741347904	17	549
0.894	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9234972677595628	17	549
0.894	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.930783242258652	17	549
0.894	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.936247723132969	17	549
0.896	number of replicate = 1	DiMSum	0.938562091503268	0.8358470953025053	17	526
0.896	number of replicate = 1	Enrich2	0.8720588235294118	0.934502021540886	17	526
0.896	number of replicate = 1	Naive	0.8484477124183006	0.9389331418940472	17	526
0.896	number of replicate = 1	Rosace	0.8732843137254902	0.9376535839318221	17	526
0.896	number of replicate = 1	Rosace(nopos)	0.9137254901960784	0.9262103658420179	17	526
0.896	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.9383042843751936	17	526
0.896	number of replicate = 1	mutscan(limma)	0.8484477124183006	0.9364007064022176	17	526
0.896	number of replicate = 2	DiMSum	0.9705882352941175	0.822149885945487	17	551
0.896	number of replicate = 2	Enrich2	0.9117647058823528	0.9434589320501507	17	551
0.896	number of replicate = 2	Naive	0.9705882352941175	0.9379543448941874	17	551
0.896	number of replicate = 2	Rosace	0.9705882352941175	0.9251702492548992	17	551
0.896	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.9251602590785728	17	551
0.896	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9352420120215121	17	551
0.896	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9306548560582095	17	551
0.896	number of replicate = 3	DiMSum	0.9411764705882352	0.819672131147541	17	549
0.896	number of replicate = 3	Enrich2	0.9411764705882352	0.9380692167577414	17	549
0.896	number of replicate = 3	Naive	0.8235294117647058	0.9398907103825136	17	549
0.896	number of replicate = 3	Rosace	0.8235294117647058	0.9234972677595628	17	549
0.896	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9253187613843352	17	549
0.896	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.930783242258652	17	549
0.896	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.941712204007286	17	549
0.898	number of replicate = 1	DiMSum	0.938562091503268	0.8396615075106113	17	526
0.898	number of replicate = 1	Enrich2	0.8720588235294118	0.9364104370219648	17	526
0.898	number of replicate = 1	Naive	0.8484477124183006	0.9402054250596042	17	526
0.898	number of replicate = 1	Rosace	0.8732843137254902	0.9382872974932923	17	526
0.898	number of replicate = 1	Rosace(nopos)	0.9137254901960784	0.9268489354461047	17	526
0.898	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.9402151186103236	17	526
0.898	number of replicate = 1	mutscan(limma)	0.8706699346405228	0.9376681335251581	17	526
0.898	number of replicate = 2	DiMSum	0.9705882352941175	0.8230573269618209	17	551
0.898	number of replicate = 2	Enrich2	0.9117647058823528	0.9434589320501507	17	551
0.898	number of replicate = 2	Naive	0.9705882352941175	0.9388717760868479	17	551
0.898	number of replicate = 2	Rosace	0.9705882352941175	0.9260776902712333	17	551
0.898	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.9260776902712333	17	551
0.898	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9361594432141728	17	551
0.898	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9315622970745433	17	551
0.898	number of replicate = 3	DiMSum	0.9411764705882352	0.819672131147541	17	549
0.898	number of replicate = 3	Enrich2	0.9411764705882352	0.9380692167577414	17	549
0.898	number of replicate = 3	Naive	0.8235294117647058	0.941712204007286	17	549
0.898	number of replicate = 3	Rosace	0.8235294117647058	0.9271402550091076	17	549
0.898	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9253187613843352	17	549
0.898	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.9380692167577414	17	549
0.898	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9435336976320584	17	549
0.9	number of replicate = 1	DiMSum	0.9581699346405228	0.8453843166652821	17	526
0.9	number of replicate = 1	Enrich2	0.8720588235294118	0.9370465693374864	17	526
0.9	number of replicate = 1	Naive	0.8484477124183006	0.9408391386210745	17	526
0.9	number of replicate = 1	Rosace	0.8732843137254902	0.9408342825784578	17	526
0.9	number of replicate = 1	Rosace(nopos)	0.9137254901960784	0.9293983392853217	17	526
0.9	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.9402151186103236	17	526
0.9	number of replicate = 1	mutscan(limma)	0.8706699346405228	0.938306703129245	17	526
0.9	number of replicate = 2	DiMSum	0.9705882352941175	0.8266970812034833	17	551
0.9	number of replicate = 2	Enrich2	0.9117647058823528	0.9434589320501507	17	551
0.9	number of replicate = 2	Naive	0.9705882352941175	0.9388717760868479	17	551
0.9	number of replicate = 2	Rosace	0.9705882352941175	0.9279025624802277	17	551
0.9	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.9279025624802277	17	551
0.9	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9370768744068334	17	551
0.9	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9333971594598645	17	551
0.9	number of replicate = 3	DiMSum	0.9411764705882352	0.8233151183970856	17	549
0.9	number of replicate = 3	Enrich2	0.9411764705882352	0.9398907103825136	17	549
0.9	number of replicate = 3	Naive	0.8235294117647058	0.9453551912568308	17	549
0.9	number of replicate = 3	Rosace	0.8235294117647058	0.9289617486338798	17	549
0.9	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9271402550091076	17	549
0.9	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.9398907103825136	17	549
0.9	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9435336976320584	17	549
0.902	number of replicate = 1	DiMSum	0.9581699346405228	0.8453843166652821	17	526
0.902	number of replicate = 1	Enrich2	0.8720588235294118	0.9383188525030435	17	526
0.902	number of replicate = 1	Naive	0.8484477124183006	0.9433812676636233	17	526
0.902	number of replicate = 1	Rosace	0.8732843137254902	0.941467996139928	17	526
0.902	number of replicate = 1	Rosace(nopos)	0.9137254901960784	0.9293983392853217	17	526
0.902	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.9421211153373509	17	526
0.902	number of replicate = 1	mutscan(limma)	0.8706699346405228	0.9414874017758806	17	526
0.902	number of replicate = 2	DiMSum	0.9705882352941175	0.8339665995104814	17	551
0.902	number of replicate = 2	Enrich2	0.9117647058823528	0.9452838042591452	17	551
0.902	number of replicate = 2	Naive	0.9705882352941175	0.9397892072795084	17	551
0.902	number of replicate = 2	Rosace	0.9705882352941175	0.9288100034965616	17	551
0.902	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.929737424865549	17	551
0.902	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9370768744068334	17	551
0.902	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.934314590652525	17	551
0.902	number of replicate = 3	DiMSum	0.9411764705882352	0.8233151183970856	17	549
0.902	number of replicate = 3	Enrich2	0.9411764705882352	0.9435336976320584	17	549
0.902	number of replicate = 3	Naive	0.8235294117647058	0.9471766848816028	17	549
0.902	number of replicate = 3	Rosace	0.8235294117647058	0.9326047358834244	17	549
0.902	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.930783242258652	17	549
0.902	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.941712204007286	17	549
0.902	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9435336976320584	17	549
0.904	number of replicate = 1	DiMSum	0.9581699346405228	0.8498421545200916	17	526
0.904	number of replicate = 1	Enrich2	0.8720588235294118	0.9389549848185651	17	526
0.904	number of replicate = 1	Naive	0.8484477124183006	0.9440198372677102	17	526
0.904	number of replicate = 1	Rosace	0.8732843137254902	0.941467996139928	17	526
0.904	number of replicate = 1	Rosace(nopos)	0.9137254901960784	0.9300344716008433	17	526
0.904	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.943393398502908	17	526
0.904	number of replicate = 1	mutscan(limma)	0.8706699346405228	0.9433885424602914	17	526
0.904	number of replicate = 2	DiMSum	0.9705882352941175	0.8376063537521438	17	551
0.904	number of replicate = 2	Enrich2	0.9117647058823528	0.9489335486771342	17	551
0.904	number of replicate = 2	Naive	0.9705882352941175	0.9397892072795084	17	551
0.904	number of replicate = 2	Rosace	0.9705882352941175	0.9288100034965616	17	551
0.904	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.9306448658818829	17	551
0.904	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9388917564395012	17	551
0.904	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9352220316688591	17	551
0.904	number of replicate = 3	DiMSum	0.9411764705882352	0.8287795992714025	17	549
0.904	number of replicate = 3	Enrich2	0.9411764705882352	0.9453551912568308	17	549
0.904	number of replicate = 3	Naive	0.8235294117647058	0.9471766848816028	17	549
0.904	number of replicate = 3	Rosace	0.8235294117647058	0.9326047358834244	17	549
0.904	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.930783242258652	17	549
0.904	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.9435336976320584	17	549
0.904	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9453551912568308	17	549
0.906	number of replicate = 1	DiMSum	0.9581699346405228	0.853668716101996	17	526
0.906	number of replicate = 1	Enrich2	0.8720588235294118	0.9395935544226518	17	526
0.906	number of replicate = 1	Naive	0.8484477124183006	0.9459306715028404	17	526
0.906	number of replicate = 1	Rosace	0.8732843137254902	0.941467996139928	17	526
0.906	number of replicate = 1	Rosace(nopos)	0.9359477124183007	0.931311610809017	17	526
0.906	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.9459282527487888	17	526
0.906	number of replicate = 1	mutscan(limma)	0.8706699346405228	0.9452945391873186	17	526
0.906	number of replicate = 2	DiMSum	0.9705882352941175	0.8430709802028006	17	551
0.906	number of replicate = 2	Enrich2	0.9117647058823528	0.9498509798697947	17	551
0.906	number of replicate = 2	Naive	0.9705882352941175	0.9397892072795084	17	551
0.906	number of replicate = 2	Rosace	0.9705882352941175	0.9297174445128956	17	551
0.906	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.9342846201235452	17	551
0.906	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9398091876321617	17	551
0.906	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9397892072795084	17	551
0.906	number of replicate = 3	DiMSum	0.9411764705882352	0.8306010928961749	17	549
0.906	number of replicate = 3	Enrich2	0.9411764705882352	0.9471766848816028	17	549
0.906	number of replicate = 3	Naive	0.8235294117647058	0.9471766848816028	17	549
0.906	number of replicate = 3	Rosace	0.8235294117647058	0.9326047358834244	17	549
0.906	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9326047358834244	17	549
0.906	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.9435336976320584	17	549
0.906	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9453551912568308	17	549
0.908	number of replicate = 1	DiMSum	0.9581699346405228	0.858124135202754	17	526
0.908	number of replicate = 1	Enrich2	0.8720588235294118	0.9402296867381734	17	526
0.908	number of replicate = 1	Naive	0.8484477124183006	0.9478342309413024	17	526
0.908	number of replicate = 1	Rosace	0.8732843137254902	0.9427402607709713	17	526
0.908	number of replicate = 1	Rosace(nopos)	0.9359477124183007	0.9332200262900958	17	526
0.908	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.9465668223528756	17	526
0.908	number of replicate = 1	mutscan(limma)	0.892892156862745	0.9452945391873186	17	526
0.908	number of replicate = 2	DiMSum	0.9705882352941175	0.8448958524117951	17	551
0.908	number of replicate = 2	Enrich2	0.9117647058823528	0.9516858422551159	17	551
0.908	number of replicate = 2	Naive	0.9705882352941175	0.9397892072795084	17	551
0.908	number of replicate = 2	Rosace	0.9705882352941175	0.9315323265455635	17	551
0.908	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.9388517957341949	17	551
0.908	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9407266188248222	17	551
0.908	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9425315106811635	17	551
0.908	number of replicate = 3	DiMSum	0.9411764705882352	0.8324225865209471	17	549
0.908	number of replicate = 3	Enrich2	0.9411764705882352	0.9471766848816028	17	549
0.908	number of replicate = 3	Naive	0.8235294117647058	0.9489981785063752	17	549
0.908	number of replicate = 3	Rosace	0.8235294117647058	0.9326047358834244	17	549
0.908	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9326047358834244	17	549
0.908	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.9453551912568308	17	549
0.908	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9453551912568308	17	549
0.91	number of replicate = 1	DiMSum	0.9581699346405228	0.8625916851427967	17	526
0.91	number of replicate = 1	Enrich2	0.8720588235294118	0.9440416616577143	17	526
0.91	number of replicate = 1	Naive	0.8484477124183006	0.9491089328609108	17	526
0.91	number of replicate = 1	Rosace	0.8732843137254902	0.9446510950061014	17	526
0.91	number of replicate = 1	Rosace(nopos)	0.9359477124183007	0.9338561586056174	17	526
0.91	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.9478415242724841	17	526
0.91	number of replicate = 1	mutscan(limma)	0.892892156862745	0.9478366682298676	17	526
0.91	number of replicate = 2	DiMSum	0.9705882352941175	0.8448958524117951	17	551
0.91	number of replicate = 2	Enrich2	0.9411764705882352	0.9525932832714498	17	551
0.91	number of replicate = 2	Naive	0.9705882352941175	0.9407066384721692	17	551
0.91	number of replicate = 2	Rosace	0.9705882352941175	0.9342846201235452	17	551
0.91	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.9406766679431893	17	551
0.91	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9416340598411562	17	551
0.91	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9425315106811635	17	551
0.91	number of replicate = 3	DiMSum	0.9411764705882352	0.8324225865209471	17	549
0.91	number of replicate = 3	Enrich2	0.9411764705882352	0.9471766848816028	17	549
0.91	number of replicate = 3	Naive	0.8235294117647058	0.9489981785063752	17	549
0.91	number of replicate = 3	Rosace	0.8235294117647058	0.9326047358834244	17	549
0.91	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9326047358834244	17	549
0.91	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.9471766848816028	17	549
0.91	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9453551912568308	17	549
0.912	number of replicate = 1	DiMSum	0.9581699346405228	0.8651435262705789	17	526
0.912	number of replicate = 1	Enrich2	0.8720588235294118	0.9446753752191845	17	526
0.912	number of replicate = 1	Naive	0.8706699346405228	0.9516510619034597	17	526
0.912	number of replicate = 1	Rosace	0.8732843137254902	0.9452872273216231	17	526
0.912	number of replicate = 1	Rosace(nopos)	0.9359477124183007	0.9357621367981308	17	526
0.912	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.9491137889035274	17	526
0.912	number of replicate = 1	mutscan(limma)	0.892892156862745	0.9503763599838512	17	526
0.912	number of replicate = 2	DiMSum	0.9705882352941175	0.8467307147971161	17	551
0.912	number of replicate = 2	Enrich2	0.9411764705882352	0.9544081653041177	17	551
0.912	number of replicate = 2	Naive	0.9705882352941175	0.942521520504837	17	551
0.912	number of replicate = 2	Rosace	0.9705882352941175	0.9370269235252002	17	551
0.912	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.9406766679431893	17	551
0.912	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9425415008574901	17	551
0.912	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.9425315106811635	17	551
0.912	number of replicate = 3	DiMSum	0.9411764705882352	0.8324225865209471	17	549
0.912	number of replicate = 3	Enrich2	0.9411764705882352	0.9471766848816028	17	549
0.912	number of replicate = 3	Naive	0.8235294117647058	0.9489981785063752	17	549
0.912	number of replicate = 3	Rosace	0.8235294117647058	0.9344262295081968	17	549
0.912	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9344262295081968	17	549
0.912	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.9489981785063752	17	549
0.912	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9489981785063752	17	549
0.914	number of replicate = 1	DiMSum	0.9581699346405228	0.8727893375686921	17	526
0.914	number of replicate = 1	Enrich2	0.8720588235294118	0.9446753752191845	17	526
0.914	number of replicate = 1	Naive	0.8706699346405228	0.9529233450690168	17	526
0.914	number of replicate = 1	Rosace	0.8732843137254902	0.9459209408830932	17	526
0.914	number of replicate = 1	Rosace(nopos)	0.9359477124183007	0.93893797940215	17	526
0.914	number of replicate = 1	mutscan(edgeR)	0.8706699346405228	0.951019767096041	17	526
0.914	number of replicate = 1	mutscan(limma)	0.892892156862745	0.9535619146731036	17	526
0.914	number of replicate = 2	DiMSum	0.9705882352941175	0.8467307147971161	17	551
0.914	number of replicate = 2	Enrich2	0.9411764705882352	0.9544081653041177	17	551
0.914	number of replicate = 2	Naive	0.9705882352941175	0.945263823906492	17	551
0.914	number of replicate = 2	Rosace	0.9705882352941175	0.9370269235252002	17	551
0.914	number of replicate = 2	Rosace(nopos)	0.9705882352941175	0.9425115303285103	17	551
0.914	number of replicate = 2	mutscan(edgeR)	0.9705882352941175	0.9452738140828185	17	551
0.914	number of replicate = 2	mutscan(limma)	0.9705882352941175	0.944356382890158	17	551
0.914	number of replicate = 3	DiMSum	0.9411764705882352	0.8342440801457195	17	549
0.914	number of replicate = 3	Enrich2	0.9411764705882352	0.9508196721311476	17	549
0.914	number of replicate = 3	Naive	0.8235294117647058	0.9508196721311476	17	549
0.914	number of replicate = 3	Rosace	0.8235294117647058	0.9344262295081968	17	549
0.914	number of replicate = 3	Rosace(nopos)	0.8235294117647058	0.9380692167577414	17	549
0.914	number of replicate = 3	mutscan(edgeR)	0.8235294117647058	0.9508196721311476	17	549
0.914	number of replicate = 3	mutscan(limma)	0.8823529411764706	0.9489981785063752	17	549
